รหัส,บริเวณลุ่มแม่น้ำ,อำเภอ,ตำบล,หน่วยงานเจ้าของ,ประเภทอุปกรณ์,ชื่ออุปกรณ์,สถานะ,ยี่ห้อ,ทะเบียนรถ,ตำแหน่ง LAT,ตำแหน่ง LONG,วันที่ใช้งาน,เบอร์ติดต่อ,หมายเหตุ
FP-090,น้ำแม่กกตอนต้น,เมืองเชียงราย,01 ห้วยชมภู,อบต.ห้วยชมภู,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็กขับเคลื่อน 4 ล้อ แบบที่นั่งตอนครึ่ง (4x4)",พร้อมปฏิบัติงาน,Ford,ผต 6499 ชร,19.899575,99.622534,30/4/2026,053601454,
FP-091,น้ำแม่กกตอนต้น,เมืองเชียงราย,01 ห้วยชมภู,อบต.ห้วยชมภู,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็กขับเคลื่อน 4 ล้อ แบบที่นั่ง 2 ตอน (4x4)",พร้อมปฏิบัติงาน,Toyota,กพ 6444 ชร,19.899575,99.622534,30/4/2026,053601454,
FP-092,น้ำแม่กกตอนต้น,เมืองเชียงราย,01 ห้วยชมภู,อบต.ห้วยชมภู,รถแทรคเตอร์ล้อยาง,"รถแทรคเตอร์ล้อยาง
รถแทรคเตอร์ล้อยาง",พร้อมปฏิบัติงาน,รถแทร็กเตอร์,ตค7779 ชร,19.899575,99.622534,30/4/2026,0052-024-711,
FP-093,น้ำแม่กกตอนต้น,เมืองเชียงราย,01 ห้วยชมภู,อบต.ห้วยชมภู,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,Honda,2กจ2783 ชร,19.899575,99.622534,30/4/2026,053601454,
FP-094,น้ำแม่กกตอนต้น,เมืองเชียงราย,01 ห้วยชมภู,อบต.ห้วยชมภู,รถตัก,"รถตัก
รถตักหน้าขุดหลัง",พร้อมปฏิบัติงาน,CATERPILLAR,ตฆ 6366 ชร,19.899575,99.622534,30/4/2026,053601454,
FP-095,น้ำแม่กกตอนต้น,เมืองเชียงราย,01 ริมกก,อบต.ริมกก,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ฮีโน่,ผต-4511,19.985487,99.935724,30/4/2026,0853545627,
FP-096,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.เวียงชัย,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,ISUZU,บม 3092,19.88699,99.932926,30/4/2026,053768744,
FP-097,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.เวียงชัย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,ผฉ 3136,19.88699,99.932926,30/4/2026,053768744,
FP-098,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.เวียงชัย,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
-",พร้อมปฏิบัติงาน,MITSUBISHI,80-9129,19.88699,99.932926,30/4/2026,053768744,
FP-099,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.เวียงชัย,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,TOYOTA,บพ 84,19.88699,99.932926,30/4/2026,053768744,
FP-100,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.เวียงชัย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,MITSUBISHI,บบ 5017,19.88699,99.932926,30/4/2026,053768744,
FP-101,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.สิริเวียงชัย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,ISUZU,ผค 1255 ชร,19.867444,99.889807,30/4/2026,053663094,
FP-102,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.สิริเวียงชัย,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,1กฬ 7416ชร,19.867444,99.889807,30/4/2026,0861956138,
FP-103,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.สิริเวียงชัย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,82-6016 ชร,19.867444,99.889807,30/4/2026,0861956138,
FP-104,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.สิริเวียงชัย,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,MG,ผน 1966 ชร,19.867444,99.889807,30/4/2026,0861956138,
FP-105,น้ำแม่กกตอนต้น,เวียงชัย,02 เวียงชัย,ทต.เวียงเหนือ,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,isuzu,บร 1003 ชร,19.9062072,99.9302177,30/4/2026,081-9509117,
FP-106,น้ำแม่กกตอนต้น,เวียงชัย,02 ดอนศิลา,ทต.ดอนศิลา,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,TOYOTA,ผจ 4251,19.834527,99.997833,30/4/2026,0899582111,
FP-107,น้ำแม่กกตอนต้น,เวียงชัย,02 ดอนศิลา,ทต.ดอนศิลา,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 10,000 ลิตร",พร้อมปฏิบัติงาน,MITSUBISHI,81-2103,19.834527,99.997833,30/4/2026,0899582111,
FP-108,น้ำแม่กกตอนต้น,เวียงชัย,02 ดอนศิลา,ทต.ดอนศิลา,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,HENO,82-3139,19.834527,99.997833,30/4/2026,0899582111,
FP-109,น้ำแม่กกตอนต้น,เวียงชัย,02 เมืองชุม,ทต.เมืองชุม,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,ISUZU,82-2740,19.891295,99.966228,30/4/2026,053768461,
FP-110,น้ำแม่กกตอนต้น,เวียงชัย,02 เมืองชุม,ทต.เมืองชุม,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,ISUZU,บย 5951 ชร,19.891295,99.966228,30/4/2026,,
FP-111,น้ำแม่กกตอนต้น,เวียงชัย,02 ผางาม,อบต.ผางาม,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
-",พร้อมปฏิบัติงาน,อีซูซุ,บย 364,19.868808,100.053347,30/4/2026,0873034457,
FP-112,แม้น้ำอิง,เชียงของ,03 เวียง,ทต.เวียงเชียงของ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,MITSUBISHI,80-9269,20.258747,100.408092,30/4/2026,-,
FP-113,แม้น้ำอิง,เชียงของ,03 เวียง,ทต.เวียงเชียงของ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,อีซูซุ,บม 44,20.258747,100.408092,30/4/2026,-,
FP-114,แม้น้ำอิง,เชียงของ,03 เวียง,ทต.เวียงเชียงของ,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถพยาบาล",พร้อมปฏิบัติงาน,FORD,นข 3800,20.258747,100.408092,30/4/2026,-,
FP-115,แม้น้ำอิง,เชียงของ,03 เวียง,ทต.เวียงเชียงของ,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,อีซูซุ,บธ 1192,20.258747,100.408092,30/4/2026,-,
FP-116,แม้น้ำอิง,เชียงของ,03 เวียง,ทต.เวียงเชียงของ,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
-",พร้อมปฏิบัติงาน,อีซูซุ,80-9158,20.258747,100.408092,30/4/2026,-,
